Year,Type,Subtype,Name,Country,Location
2011,Storm,Convective storm,,Canada,"Goderich town (Huron district, Ontario province)"
2012,Storm,Convective storm,,Canada,"Quebec, Ontario, Nova Scotia provinces"
2012,Storm,Convective storm,,Canada,"Calgary town (Division No. 6 district, Alberta province)"
2013,Storm,Convective storm,,Canada,Toronto district (Ontario province)
2018,Storm,Convective storm,,Canada,Ottawa; Quebec province
2019,Storm,Convective storm,,Canada,"Bromont, Sherbrooke (Quebec); Ontario"
2020,Storm,Convective storm,,Canada,Calgary (Alberta)
2021,Storm,Convective storm,,Canada,Montreal City area (Quebec)
1954,Storm,Tropical cyclone,Hazel,Canada,"Toronto, Ontario"
1989,Storm,Tropical cyclone,Hugo,Canada,Nova Scotia (New Brunswick)
1995,Storm,Tropical cyclone,Luis,Canada,
1996,Storm,Tropical cyclone,Hortense,Canada,
2003,Storm,Tropical cyclone,Juan,Canada,"Nova Scotia, Prince Edward Island provinces"
2003,Storm,Tropical cyclone,Isabel,Canada,Ontario province
2009,Storm,Tropical cyclone,Hurricane Bill,Canada,"Nova Scotia, Newfoundland and Labrador provinces"
2011,Storm,Tropical cyclone,Hurricane Irene,Canada,"New Brunswick,Nova Scotia, Prince Edward Island provinces"
1946,Storm,,,Canada,"Windsor, Ontario"
1962,Storm,,,Canada,
1970,Storm,,,Canada,Ontario
1975,Storm,,,Canada,Vancouver Island
1975,Storm,,,Canada,"Saint Bonaventure, Quebec"
1977,Storm,,,Canada,"Niagara Peninsula, Ontario"
1986,Storm,,,Canada,Southern Alberta
1998,Storm,,,Canada,Southern Quebec
1999,Storm,,,Canada,Toronto ( Southern Ontario)
2001,Storm,,,Canada,Quebec province
2005,Storm,,,Canada,"Montreal, Acton, Beauharnois-Salaberry, Brome-Missisquoi, La Haute-Yamaska, Marguerite-D'Youville, La Vallée-du-Richelieu, Pierre-De Saurel, Le Haut-Richelieu, Le Haut-Saint-Laurent, Les Jardins-de-Napierville, Les Maskoutains, Roussillon, Rouville, Vaudreuil-Soulanges, Longueuil, Coaticook, Le Granit, Le Haut-Saint-Francois, Les Sources, Le Val-Saint-François, Memphrémagog, Sherbrooke districts"
2007,Storm,,,Canada,"Toronto, Ottawa districts (Ontario province), Montreal district (Quebec province)"
2005,Storm,Tropical cyclone,,Canary Is,"Tenerife, La Palma Islands (Santa Cruz de Tenerife)"
1957,Storm,,,Canary Is,
1999,Storm,,,Canary Is,
2001,Storm,Tropical cyclone,Michelle,Cayman Islands (the),
2002,Storm,Tropical cyclone,Lili,Cayman Islands (the),"Cayman Brac, Little Cayman"
2002,Storm,Tropical cyclone,Isidore,Cayman Islands (the),"Little Cayman, Cayman Brac provinces"
2004,Storm,Tropical cyclone,Charley,Cayman Islands (the),Grand Cayman province
2004,Storm,Tropical cyclone,Ivan,Cayman Islands (the),Grand Cayman province
2008,Storm,Tropical cyclone,Hurricane Paloma,Cayman Islands (the),"Cayman Brac, Little Cayman provinces"
2008,Storm,Tropical cyclone,"Hurricane ""Gustav""",Cayman Islands (the),"Grand Cayman, Little Cayman, Cayman Brac provinces"
2009,Storm,Convective storm,,Central African Republic,"Bangui district (Bangui province), Berbérati, Carnot districts (Mambéré-Kadéï province)"
2009,Storm,Convective storm,,Central African Republic,"Mboki, Olo areas (Obo district, Haut-Mbomou province), Mbaïki district (Lobaye province), Zangba, Kembé districts (Basse-Kotto province), Grimari district (Ouaka province)"
2011,Storm,Convective storm,,Central African Republic,"Sandoumbé, Bogbaya, Linguissa 1, Luiguissa 2, Gbanikola, Pétévo, Kpéténé areas (Bangui district, Bangui province)"
2012,Storm,Convective storm,,Central African Republic,"Bogoula area (Boali district, Ombella M'Poko province), Amada-Gaza district (Mambéré-Kadéï province), Mbaïki district (Lobaye province)"
2012,Storm,Convective storm,,Central African Republic,"Boda Centre, Kanguete, Mboumandourou, Boulay areas (Boda district, Lobaye province), Amada-Gaza district (Mambéré-Kadéï province)"
2013,Storm,Convective storm,,Central African Republic,"Bimbo district (Ombella M'Poko province), Bouar district (Nana-Mambéré province), Bangui district (Bangui province)"
2015,Storm,Convective storm,,Central African Republic,Berbérati district (Mambéré-Kadéï province)
2017,Storm,Convective storm,,Central African Republic,"Kabo, Maka,Bozoum, Bossangoa, Mingala, Mbaïki,Ndolobo (Mbaiki), Ndjoh, La mbi (Bossembele), Bossembelé (Bossembele) cities"
1981,Storm,,,Central African Republic,Bimbi
2001,Storm,,,Central African Republic,Bangui district (Bangui province)
1988,Storm,Convective storm,,Chad,Biltine prefecture
1977,Storm,,,Chad,Moundou region
2007,Storm,,,Chad,Bebedjia district (Logone Oriental province)
1984,Storm,Convective storm,,Chile,Northeast of Santiago
1986,Storm,Convective storm,,Chile,Central
1997,Storm,Convective storm,,Chile,Andes
1997,Storm,Convective storm,,Chile,Santiago & Puerto Mont
2005,Storm,Convective storm,,Chile,"Antuco city (Biobio district, Biobio province)"
2015,Storm,Convective storm,,Chile,"Valparaiso, Antofagasta, Libertador Gral. Bernardo O'higgins, Coquimbo provinces"
2021,Storm,Convective storm,,Chile," Santiago Metropolitan, O’Higgins, Valparaíso, Maule, Araucanía, and Bío Bío Regions"
1965,Storm,,,Chile,
1968,Storm,,,Chile,North coast
1971,Storm,,,Chile,
1977,Storm,,,Chile,Santiago area
1984,Storm,,,Chile,
1992,Storm,,,Chile,North
1992,Storm,,,Chile,South
2001,Storm,,,Chile,"Puerto Montt city (Llanquihue district, Los Lagos province), Araucania province"
1981,Storm,Convective storm,,China,Hubei province
1983,Storm,Convective storm,,China,Hunan province
1983,Storm,Convective storm,,China,Fujian province
1986,Storm,Convective storm,,China,Qinghai province
1987,Storm,Convective storm,,China,Anhui province
1987,Storm,Convective storm,,China,Heilongjiang province
1989,Storm,Convective storm,,China,"Chondqing, Leshan, Luzhou, Neijiang, Zigong cities (Fushun, Longchang, Yongchuan, Jinyan, Gulin counties - Sichuan province)"
1989,Storm,Convective storm,,China,Guizhou
1989,Storm,Convective storm,,China,Western China
1990,Storm,Convective storm,,China,Hebei province
1990,Storm,Convective storm,,China,Hainan provinces
1990,Storm,Convective storm,,China,"Qionghai, Wenchang counties"
1991,Storm,Convective storm,,China,"Zhuzhou, Dayong, Lingling, Shnoyang, Yiyang, Iluaihua (Hunan province)"
1992,Storm,Convective storm,,China,"Hunan, Sichuan Provinces"
1992,Storm,Convective storm,,China,Guizhou province
1992,Storm,Convective storm,,China,"Sichuan, Yunnan provinces"
1993,Storm,Convective storm,,China,Sichuan province
1993,Storm,Convective storm,,China,Gansu province
1993,Storm,Convective storm,,China,Qinghai
1995,Storm,Convective storm,,China,Zhongshan (Guangdong province)
1995,Storm,Convective storm,,China,Guangxi Region
1995,Storm,Convective storm,,China,Tibet
1996,Storm,Convective storm,,China,"Chengduo, Zaduo, Yushu counties (Quinghai province), Ganzi precture (Sichuan Province)"
1997,Storm,Convective storm,,China,"Changsha, Liuyang (Hunan province)"
1997,Storm,Convective storm,,China,Guangdong Prov.
1998,Storm,Convective storm,,China,Xinjiang
1998,Storm,Convective storm,,China,Tibet
1999,Storm,Convective storm,,China,Hubei Province
1999,Storm,Convective storm,,China,Anxiang district (Hunan Province)
1999,Storm,Convective storm,,China,Qinghe (Guangdong province)
2000,Storm,Convective storm,,China,"Baoying Xian, Gaoyou Shi, Yangzhou Shi areas (Yangzhou district, Jiangsu Sheng province), Xinghua Shi, Taizhou Shi areas (Taizhou district, Jiangsu Sheng province)"
2001,Storm,Convective storm,,China,"Xilin Gol, Xing'an, Hulunbuir, Ulaan Chab, Chifeng, Tongliao districts (Nei Mongol Zizhiqu province)"
2001,Storm,Convective storm,,China,Guangdong Sheng province
2002,Storm,Convective storm,,China,"Zhengzhou district (Henan Sheng province), Guangdong Sheng province"
2002,Storm,Convective storm,,China,"Leizhou Shi, Lianjiang Shi, Zhanjiang Shi, Suixi Xian areas (Zhanjiang district, Guangdong province)"
2002,Storm,Convective storm,,China,"Beijing Shi, Gansu Sheng, Hebei Sheng, Heilongjiang Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng, Tianjin Shi, Xinjiang Uygur Zizhiqu provinces"
2003,Storm,Convective storm,,China,"Guangdong Sheng, Zhejiang Sheng provinces"
2003,Storm,Convective storm,,China,"Anhui Sheng, Beijing Shi province"
2004,Storm,Convective storm,,China,"Hengyang Shi, Hengyang Xian, Hengnan Xian areas (Hengyang district, Hunan Sheng province)"
2004,Storm,Convective storm,,China,Handan district (Hebei Sheng province)
2004,Storm,Convective storm,,China,"Lufeng Shi area (Shanwei district, Guangdong province), Huilai Xian area (Jieyang district, Guangdong province)"
2005,Storm,Convective storm,,China,"Zhalanyingzixiang village (Fuxin district, Liaoning Sheng province)"
2005,Storm,Convective storm,,China,Beijing Shi province
2005,Storm,Convective storm,,China,Anhui Sheng province
2006,Storm,Convective storm,,China,"Heze, Linyi, Zaozhuang, Jining, Liaocheng districts (Shandong Sheng province)"
2006,Storm,Convective storm,,China,"Altay, Tacheng, Ili Kazakh districts (Xinjiang Uygur Zizhiqu province)"
2007,Storm,Convective storm,,China,"Tianchang Shi area (Chuzhou district, Anhui Sheng province), Gaoyou Shi area (Yangzhou district, Jiangsu Sheng province)"
2007,Storm,Convective storm,,China,Wenzhou district (Zheijiang Sheng province)
2008,Storm,Convective storm,,China,Xinjiang Uygur Zizhiqu province
2008,Storm,Convective storm,,China,Zhoukou district (Henan Sheng province)
2009,Storm,Convective storm,,China,Anhui Sheng province
2009,Storm,Convective storm,,China,"Henan Sheng, Anhui Sheng provinces"
2009,Storm,Convective storm,,China,Chongqing Shi province
2009,Storm,Convective storm,,China,Shijiazhuang district (Hebei Sheng province)
2009,Storm,Convective storm,,China,"Shaanxi Sheng, Hebei Sheng, Liaoning Sheng, Anhui Sheng, Hubei Sheng, Beijing Shi, Henan Sheng, Shandong Sheng provinces"
2009,Storm,Convective storm,,China,"Anhui Sheng, Hubei Sheng provinces"
2010,Storm,Convective storm,,China,Chongqing Shi province
2010,Storm,Convective storm,,China,Xinjiang Uygur Zizhiqu province
2011,Storm,Convective storm,,China,"Foshan, Dongguan, Zhongshan districts (Guangdong Sheng province)"
2012,Storm,Convective storm,,China,"Guizhou Sheng, Guangdong Sheng provinces"
2012,Storm,Convective storm,,China,"Anhui Sheng, Henan Sheng, Hubei Sheng, Jiangsu Sheng province"
2013,Storm,Convective storm,,China,"Dongguan district (Guangdong Sheng province), Fujian Sheng, Jiangxi Sheng, Hunan Sheng, Guizhou Sheng, Hubei Sheng, Sichuan Sheng provinces"
2013,Storm,Convective storm,,China,"Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hainan Sheng, Heilongjiang Sheng, Hunan Sheng, Jiangxi Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Yunnan Sheng provinces"
2013,Storm,Convective storm,,China,"Hainan Sheng, Guangxi Zhuangzu Zizhiqu, Yunnan Sheng, Guangdong Sheng provinces"
2013,Storm,Convective storm,,China,"Jiangxi Sheng, Guangxi Zhuangzu Zizhiqu provinces"
2013,Storm,Convective storm,,China,"Anhui Sheng, Hubei Sheng, Jiangsu Sheng provinces"
2014,Storm,Convective storm,,China,"Fengjie Xian area (Name Unknown (13003) district, Chongqing Shi province)"
2014,Storm,Convective storm,,China,"Fujian Sheng, Jiangxi Sheng, Hunan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Guizhou Sheng provinces"
2014,Storm,Convective storm,,China,"Xinjiang Uygur Zizhiqu, Shaanxi Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Jiangxi Sheng, Qinghai Sheng provinces"
2014,Storm,Convective storm,,China,"Anhui Sheng, Chongqing Shi, Fujian Sheng, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hainan Sheng, Henan Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Liaoning Sheng, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng, Shandong Sheng, Sichuan Sheng, Xinjiang Uygur Zizhiqu, Yunnan Sheng, Zhejiang Sheng provinces"
2014,Storm,Convective storm,,China,"Shaanxi Sheng, Shanxi Sheng, Guizhou Sheng, Heilongjiang Sheng provinces"
2014,Storm,Convective storm,,China,"Jiangxi Sheng, Hubei Sheng, Hunan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng, Hainan Sheng provinces"
2014,Storm,Convective storm,,China,"Anhui Sheng, Beijing Shi, Chongqing Shi, Fujian Sheng, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hainan Sheng, Hebei Sheng, Heilongjiang Sheng, Henan Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng, Shandong Sheng, Shanghai Shi, Shanxi Sheng, Sichuan Sheng, Tianjin Shi, Xinjiang Uygur Zizhiqu, Xizang Zizhiqu, Yunnan Sheng, Zhejiang Sheng provinces"
2014,Storm,Convective storm,,China,"Sichuan Sheng, Chongqing Shi, Anhui Sheng, Hubei Sheng, Guizhou Sheng provinces"
2014,Storm,Convective storm,,China,"Xishui Xian (Zunyi district, Guizhou Sheng province)"
2014,Storm,Convective storm,,China,"Sichuan Sheng, Xinjiang Uygur Zizhiqu, Henan Sheng provinces"
2014,Storm,Convective storm,,China,"Heilongjiang Sheng, Jilin Sheng, Nei Mongol Zizhiqu provinces"
2015,Storm,Convective storm,,China,"Yunnan Sheng, Sichuan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guangdong Sheng, Jiangxi Sheng, Anhui Sheng, Hubei Sheng, Shandong Sheng provinces"
2015,Storm,Convective storm,,China,"Gansu Sheng, Heilongjiang Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng provinces"
2015,Storm,Convective storm,,China,"Guizhou Sheng, Shanxi Sheng, Shaanxi Sheng, Gansu Sheng provinces"
2015,Storm,Convective storm,,China,"Guizhou Sheng, Henan Sheng, Shanxi Sheng, Jiangxi Sheng, Chongqing Shi, Sichuan Sheng, Shaanxi Sheng provinces"
2015,Storm,Convective storm,,China,"Yunnan Sheng, Sichuan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu provinces"
2015,Storm,Convective storm,,China,"Xinjiang Uygur Zizhiqu, Xizang Zizhiqu provinces"
2015,Storm,Convective storm,,China,"Gansu Sheng, Hebei Sheng, Henan Sheng, Nei Mongol Zizhiqu, Hubei Sheng, Shaanxi Sheng provinces"
2015,Storm,Convective storm,,China,"Nei Mongol Zizhiqu, Beijing Shi, Tianjin Shi provinces"
2015,Storm,Convective storm,,China,Sichuan Sheng province
2015,Storm,Convective storm,,China,Yunnan Sheng province
2016,Storm,Convective storm,,China,"Shandong Sheng, Henan Sheng, Fujian Sheng, Hunan Sheng, Guangxi Zhuangzu Zizhiqu, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng, Hebei Sheng, Nei Mongol Zizhiqu, Gansu Sheng, Qinghai Sheng provinces"
2016,Storm,Convective storm,,China,"Hubei Sheng, Henan Sheng, Shaanxi Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Shandong Sheng provinces"
2016,Storm,Convective storm,,China,"Shanxi Sheng, Henan Sheng, Hebei Sheng, Hubei Sheng, Sichuan Sheng, Shanxi Sheng, Jilin Sheng, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces"
2016,Storm,Convective storm,,China,"Jiangsu Sheng, Xinjinag Uygur Zizhiqu, Jilin Sheng, Liaoning Sheng, Beijing Shi provinces"
2016,Storm,Convective storm,,China,"Yancheng city (Jiangsu Sheng province), Xinjinag Uygur Zizhiqu, Jilin Sheng, Liaoning Sheng, Beijing Shi provinces"
2016,Storm,Convective storm,,China,"Fujian, Jiangxi, Henan, Hubei, Hunan, Sichuan, Guizhou, Yunnan, Hebei, Shanxi, Heilongjiang, Nei Mongol Zizhiqu, Liaoning Sheng provinces"
2017,Storm,Convective storm,,China,"Chen village in Taiping town, Yunnan, Guangxi Zhuang, Chongqing, Sichuan, Guizhou"
2017,Storm,Convective storm,,China,"Hebei, Shanxi, Liaoning, Jilin (Jilin City), Heilongjiang, Shaanxi, Gansu, Ningxia Hui"
2017,Storm,Convective storm,,China,"Chongqing, Henan, Hubei, Shaanxi, Sichuan provinces"
2017,Storm,Convective storm,,China,"Hubei, Hunan, Chongqing, Sichuan, Guizhou, Yunnan, Guangxi"
2017,Storm,Convective storm,,China,"Jiangsu, Henan provinces"
2018,Storm,Convective storm,,China,"Anhui, Hunan, Hubei, Jiangsu"
2018,Storm,Convective storm,,China,"Jiangxi, Zheijiang, Anhui"
2018,Storm,Convective storm,,China,"Anhui, Chongqing, Guizhou, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Shanxi, Xinjiang"
2018,Storm,Convective storm,,China,"Guangxi, Jiangxi, Zhejiang,Hunan, Hubei, Guizhou "
2019,Storm,Convective storm,,China,Kaiyuan city (Liaoning Province)
2020,Storm,Convective storm,,China,
2021,Storm,Convective storm,,China,Nantong (near Shangai); Jiangsu province
2021,Storm,Convective storm,,China,"Inner Mongolia, northern Ningxia, northern Shaanxi and northern Shanxi"
2021,Storm,Convective storm,,China,Hubei Province; Suzhou City (Jiangsu Province)
2021,Storm,Convective storm,,China,"Forêt de pierre du Fleuve jaune, near Baiyi (Gansu province)"
1912,Storm,Tropical cyclone,,China,Wenchou
1922,Storm,Tropical cyclone,,China,Swatow
1927,Storm,Tropical cyclone,,China,Yeng-Kong
1948,Storm,Tropical cyclone,,China,Foochow coast
1948,Storm,Tropical cyclone,,China,
1956,Storm,Tropical cyclone,,China,Hopen-Honan province
1959,Storm,Tropical cyclone,Ellen,China,
1959,Storm,Tropical cyclone,Iris,China,Fukien province
1964,Storm,Tropical cyclone,Ruby,China,
1970,Storm,Tropical cyclone,Fran,China,"Yang-Mei (Tao-Yuan), Wu-F Eng (Hsin-Chu), Yang-Mei, Ali-Shan, Tai-Chung, Yang-Ming-Shan, Peng-Chia-Yu regions"
1980,Storm,Tropical cyclone,Joe,China,Guandong province
1983,Storm,Tropical cyclone,,China,"Guangdong, Fujian provinces"
1983,Storm,Tropical cyclone,Ellen,China,
1984,Storm,Tropical cyclone,Ike,China,"Guangdong, Jianxi, Hunan, Anhui, Jiangsu (South China coast)"
1984,Storm,Tropical cyclone,Freda,China,"Henan, Anhui, Shandong, Hebei, Fujian, Jiling, Li Aoning, Heilongjiang (Coastal areas East China)"
1984,Storm,Tropical cyclone,,China,
1985,Storm,Tropical cyclone,,China,Zhejiang province
1986,Storm,Tropical cyclone,Peggy,China,Guangdon province
1986,Storm,Tropical cyclone,,China,Guangxi province
1986,Storm,Tropical cyclone,Vera,China,Shangai
1987,Storm,Tropical cyclone,,China,Guangdong province
1987,Storm,Tropical cyclone,Gerald,China,"Fujian, Zhejian provinces"
1987,Storm,Tropical cyclone,Ruth,China,"Sichuan, Hubei"
1988,Storm,Tropical cyclone,Bill (n°7),China,"Ninbo, Shaoxin, Hangzhou, Huzhou (Zhejiang province)"
1988,Storm,Tropical cyclone,Kit,China," Fujian, Guangdon provinces"
1989,Storm,Tropical cyclone,Brian,China,Hainan Island
1989,Storm,Tropical cyclone,Brenda,China,Guangdong
1989,Storm,Tropical cyclone,Vera,China,"Zhejiang, Jiangsu provinces"
1989,Storm,Tropical cyclone,Hope,China,"Fujian, Zhejiang, Jilin, Hebei provinces"
1990,Storm,Tropical cyclone,N°5,China,"Fujian, Zhejian provinces"
1990,Storm,Tropical cyclone,N°6,China,"Fujian, Guangdong provinces"
1990,Storm,Tropical cyclone,Yancy,China,Fujian province
1990,Storm,Tropical cyclone,Tasha,China,"Guangdong, Fujian provinces"
1990,Storm,Tropical cyclone,Abe,China,Shangai
1990,Storm,Tropical cyclone,Dot,China,
1990,Storm,Tropical cyclone,,China,Zheijian province
1991,Storm,Tropical cyclone,Amy,China,"Guandong, Fujian province"
1991,Storm,Tropical cyclone,Fred,China,"Hainan, Guangdong province"
1991,Storm,Tropical cyclone,Zeke,China,"Guangxi, Hainan provinces"
1992,Storm,Tropical cyclone,Polly,China,"Zhejiang, Fujian, Shangdong provinces"
1992,Storm,Tropical cyclone,Ted,China,Jiangsu (Zhejiang province)
1993,Storm,Tropical cyclone,Tasha,China,"Guangdong, Guangxi provinces"
1993,Storm,Tropical cyclone,,China,Gixi region
1993,Storm,Tropical cyclone,Koryn,China,Guangdong Province
1993,Storm,Tropical cyclone,Abe,China,Guangdong Province
1993,Storm,Tropical cyclone,Becky,China,Guangdong Province
1993,Storm,Tropical cyclone,Dot,China,Guangdong province
1993,Storm,Tropical cyclone,Ira,China,Guangdong Province
1994,Storm,Tropical cyclone,Fred (9416),China,"Fujian, Zhejiang, Jiangsu Provinces"
1994,Storm,Tropical cyclone,9403,China,Guangzhou Province
1994,Storm,Tropical cyclone,Russ,China,"Guangdong, Hainan, Guangxi"
1994,Storm,Tropical cyclone,Tim,China,Fujian province
1995,Storm,Tropical cyclone,Kent,China,Guangdong
1996,Storm,Tropical cyclone,Willie,China,"Guangdong, Hainan Isl."
1996,Storm,Tropical cyclone,Kirk,China,"Fujian, Guangdong provinces"
1996,Storm,Tropical cyclone,Gloria,China,
1996,Storm,Tropical cyclone,Herb,China,"Fujian, Hunan, Jiangsu"
1996,Storm,Tropical cyclone,Sally,China,"Zhanjiang, Maoming, Yangjiang (Guangdong province), Beihei, Qinzhou, Yulin (Guangxi province)"
1997,Storm,Tropical cyclone,Victor,China,"Shenzhen, Guangdong"
1997,Storm,Tropical cyclone,Winnie,China,"Zhejiang, Anhui provinces"
1997,Storm,Tropical cyclone,Zita,China,Guangdong province
1998,Storm,Tropical cyclone,Babs (Loleng),China,
1999,Storm,Tropical cyclone,Wendy,China,"Wenzhou, Thaizhou (Jiangsu "
1999,Storm,Tropical cyclone,York,China," Xiamen, Zhangzhou, Quanzhou Shi, Putian, Guangzhou (city) (Guangdong and Fujian Provinces)"
1999,Storm,Tropical cyclone,Dan,China,"Xiamen Shi, Zhangzhou Shiqu, Quanzhou Shi (Province Fujian)"
1999,Storm,Tropical cyclone,Sam,China,"Canton, Shenzhen"
2000,Storm,Tropical cyclone,Maria,China,"Hunan Sheng, Guangdong Sheng provinces"
2000,Storm,Tropical cyclone,Bilis,China,"Leqing Shi area (Wenzhou district, Zhejiang Sheng province), Fuzhou district (Fujian Sheng province)"
2000,Storm,Tropical cyclone,Prapiroon,China,"Xiangshui Xian area (Yancheng district, Jiangsu Sheng province)"
2000,Storm,Tropical cyclone,Wukong,China,Hainan Sheng province
2001,Storm,Tropical cyclone,Chebi,China,"Fujian Sheng, Zhejiang Sheng provinces"
2001,Storm,Tropical cyclone,Durian and Utor,China,"Hepu Xian area (Beihai district, Guangxi Zhuangzu Zizhiqu province), Shangsi Xian, Fangchenggang Shi areas (Fangchenggang district, Guangxi Zhuangzu Zizhiqu province), Ningming Xian, Long'an Xian, Heng Xian areas (Chongzuo district, Guangxi Zhuangzu Zizhiqu province), Tianyang Xian, Tiandong Xian, Pingguo Xian, Baise Shi areas (Baise district, Guangxi Zhuangzu Zizhiqu province), Nanning district (Guangxi Zhuangzu Zizhiqu province), Zhanjiang, Yangjiang, Maoming, Jiangmen, Yunfu, Zhaoqing, Shanwei, Shantou, Jieyang, Chaozhou, Meizhou, Huizhou, Dongguan districts (Guangdong Sheng province)"
2001,Storm,Tropical cyclone,Toraji,China,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces"
2001,Storm,Tropical cyclone,Yutu,China,Guangdong Sheng province
2001,Storm,Tropical cyclone,,China,"Zhaotun borough (Qinpu Qu area, Name Unknown (13243) district, Shanghai Shi province), Huangdu, Anting borough (Jiading Qu area, Shanghai district, Shanghai Shi province)"
2001,Storm,Tropical cyclone,Fitow,China,"Guangdong Sheng, Hainan Sheng, Guangxi Zhuangzu Zizhiqu provinces"
2002,Storm,Tropical cyclone,Hagupit,China,"Jiangxi Sheng, Sichuan Sheng provinces"
2003,Storm,Tropical cyclone,Imbudo,China,"Guangxi Zhuangzu Zizhiqu, Guangdong Sheng provinces"
2003,Storm,Tropical cyclone,Dujuan,China,"Guangdong Sheng, Fujian Sheng provinces"
2003,Storm,Tropical cyclone,Nepartak,China,Hainan Sheng province
2004,Storm,Tropical cyclone,Aere (Marce/20W),China,"Zhejiang Sheng, Fujian Sheng provinces"
2004,Storm,Tropical cyclone,Rananim (Karen/16W),China,"Taizhou, Wenzhou, Ningbo, Shaoxing districts (Zheijang Sheng province)"
2005,Storm,Tropical cyclone,Matsa (Gorio/09W),China,"Shanghai Shi, Jiangsu Sheng, Shandong Sheng, Anhui Sheng, Zhejiang Sheng provinces"
2005,Storm,Tropical cyclone,Khanun (15),China,"Shanghai Shi, Zheijiang Sheng, Jiangsu Sheng provinces"
2005,Storm,Tropical cyclone,Talim,China,"Anhui Sheng, Zhejiang Sheng, Fujian Sheng, Jiangxi Sheng, Hubei Sheng provinces"
2005,Storm,Tropical cyclone,Longwang,China,"Fujian Sheng, Guangdong Sheng provinces"
2005,Storm,Tropical cyclone,Damrey,China,"Hainan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu provinces"
2005,Storm,Tropical cyclone,Haitang (Feria/05W),China,"Wenzhou Shi, Pingyang Xian areas (Wenzhou district, Zhejiang Sheng province)"
2006,Storm,Tropical cyclone,Chanchu (Caloy),China,"Shantou district (Guangdong province), Fujian province"
2006,Storm,Tropical cyclone,Kaemi,China,"Jiangxi Sheng, Fujian Sheng, Zhejiang Sheng, Guangdong Sheng, Hunan Sheng provinces"
2006,Storm,Tropical cyclone,Bilis,China,"Fujian Sheng, Hunan Sheng, Guangdong Sheng, Jiangxi Sheng, Zhejiang Sheng, Guangxi Zhuangzu Zizhiqu provinces"
2006,Storm,Tropical cyclone,Prapiroon,China,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces"
2006,Storm,Tropical cyclone,Saomai,China,"Zhejiang Sheng, Fujian Sheng provinces"
2006,Storm,Tropical cyclone,Xangsane (Milenyo),China,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces"
2007,Storm,Tropical cyclone,Wipha/Goring,China,Zhejiang Sheng province
2007,Storm,Tropical cyclone,Sepat,China,"Hunan Sheng, Jiangxi Sheng, Fujian Sheng, Zhejiang Sheng, Guangdong Sheng provinces"
2007,Storm,Tropical cyclone,Krosa,China,"Zhejiang Sheng, Fujian Sheng provinces"
2008,Storm,Tropical cyclone,"Typhoon ""Neoguri"" (Ambo)",China,"Hainan Sheng, Guangdong Sheng provinces"
2008,Storm,Tropical cyclone,"Tropical storm ""Nuri"" (Karen)",China,"Guangzhou, Shenzhen districts (Guangdong province)"
2008,Storm,Tropical cyclone,Typhoon Fengshen (Franck),China,"Sichuan Sheng, Guangdong Sheng, Jiangxi Sheng provinces"
2008,Storm,Tropical cyclone,"Tropical Storm ""Fung-Wong"" (Igme)",China,"Yuexi Xian area (Anqing district, Anhui Sheng province), Jinzhai Xian area (Lu'an district, Anhui Sheng province), Fuzhou, Quanzhou, Putian districts (Fujian Sheng province), Wenzhou district (Zhejiang Sheng province ), Jiujiang district (Jiangxi Sheng province)"
