Year,Type,Subtype,Name,Country,Location
2015,Extreme temperature ,Heat wave,,France,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces"
2018,Extreme temperature ,Heat wave,,France,
2019,Extreme temperature ,Heat wave,,France,"Vaucluse, Bouches-du-Rhône, Hérault, Gard"
2019,Extreme temperature ,Heat wave,,France,Toute la France métropolitaine (excepté l'ouest de la Bretagne et la Corse)
2020,Extreme temperature ,Heat wave,,France,
2005,Extreme temperature ,Severe winter conditions,,France,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes provinces"
2009,Extreme temperature ,Severe winter conditions,,France,"Lyon city (Rhone district, Rhone-Alpes province)"
1997,Extreme temperature ,Cold wave,,Germany,
2005,Extreme temperature ,Cold wave,,Germany,Nordrhein-Westfalen province
2008,Extreme temperature ,Cold wave,,Germany,"Berlin, Brandenburg, Bremen, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Thueringen provinces"
2009,Extreme temperature ,Cold wave,,Germany,"Bayern, Berlin, Hamburg provinces, Leipzig district (Sachsen province), Hanover city (no Admin 2, Niedersachsen province), Gruenow city (no admin 2, Brandenburg province)"
2010,Extreme temperature ,Cold wave,,Germany,"Querfurt area (Sachsen-Anhalt province), Frankfurt airport (Darmstadt district, Hessen province)"
2012,Extreme temperature ,Cold wave,,Germany,"Baden-Wuerttemberg, Bayern, Berlon, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces"
2012,Extreme temperature ,Cold wave,,Germany,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces"
2003,Extreme temperature ,Heat wave,,Germany,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Nierdersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces"
2006,Extreme temperature ,Heat wave,,Germany,"Dresden city (Dresden district, Sachsen province), Brombach lake (Mittelfranken district, Bayern province)"
2018,Extreme temperature ,Heat wave,,Germany,
2019,Extreme temperature ,Heat wave,,Germany,
2019,Extreme temperature ,Heat wave,,Germany,
2005,Extreme temperature ,Severe winter conditions,,Germany,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces"
1979,Extreme temperature ,Cold wave,,Germany Fed Rep,North
1991,Extreme temperature ,Cold wave,,Greece,
2012,Extreme temperature ,Cold wave,,Greece,"Anatoliki Makedonia Kai Thraki, Attiki, Dytiki Ellada, Dytiki Makedonia, Ionioi Nisoi, Ipeiros, Kentriki Makedonia, Kriti, Notio Aigaio, Peloponnisos, Sterea Elleda, Thessalia, Voreio Aigaio provinces"
1985,Extreme temperature ,Heat wave,,Greece,Countrywide
1987,Extreme temperature ,Heat wave,,Greece,
1988,Extreme temperature ,Heat wave,,Greece,
2000,Extreme temperature ,Heat wave,,Greece,"Anatoliki Makedonia Kai Thraki, Attiki, Dytiki Ellada, Dytiki Makedonia, Ionioi Nisoi, Ipeiros, Kentriki Makedonia, Kriti, Peloponnisos, Sterea Ellada, Thessalia, Voreio Aigaio, Notio Aigaio provinces"
2007,Extreme temperature ,Heat wave,,Greece,"Corfu Isl. (kerkyras district, Ionioi Nisoi province), Sterea Ellada, Peloponnisos, Thessalia, Dytiki Ellada, Attiki, Notio Aigaio province"
2017,Extreme temperature ,Severe winter conditions,,Greece,Aegean Islands
2001,Extreme temperature ,Cold wave,,Guatemala,"El Progreso, Jalapa, Chiquimula, Zacapa, Jutiapa provinces"
2006,Extreme temperature ,Cold wave,,Guatemala,"Alta Verapaz, Baja Verapaz, Chimaltenango, Chiquimula, El Progreso, Escuintla, Guatemala, Huehuetenango, Izabal, Jalapa, Jutiapa, Petén, Quetzaltenango, Quiché, Retalhuleu, Sacatepéquez, San Marcos, Santa Rosa, Sololá, Suchitepéquez, Totonicapán, Zacapa provinces"
2011,Extreme temperature ,Cold wave,,Guatemala,"Huehuetenango, Quiche, San Marcos, Solola, Quetzaltenango, Sacatepequez, Guatemala, Jalapa, Chiquimula provinces"
2014,Extreme temperature ,Severe winter conditions,,Guatemala,"Alta Verapaz, Guatemala, Huehuetenango, Jalapa, Quetzaltenango, Quiché, Sacatepéquez, San Marcos, Solola, Totonicapan provinces"
1987,Extreme temperature ,Cold wave,,Hong Kong,
2001,Extreme temperature ,Cold wave,,Hungary,"Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrad, Fejer, Gyor-moson-sopron, Hajdu-bihar, Heves, Jasz-nagykun-szolnok, Komarom-esztergom, Nograd, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprem, Zala provinces"
2008,Extreme temperature ,Cold wave,,Hungary,Battonya city (Bekes province)
2012,Extreme temperature ,Cold wave,,Hungary,"Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrád, Fejér, Gyor-moson-sopron, Hajdu-bihar, Heves, Jasz-nagykun-szolnok, Komarom-esztergom, Nógrád, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprém, Zala"
2018,Extreme temperature ,Cold wave,,Hungary,
2007,Extreme temperature ,Heat wave,,Hungary,"Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrad, Fejer, Gyor-moson-sopron, Hajdu-bihar, Heves, Jasz-nagykun-szolnok, Komarom-esztergom, Nograd, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprem, Zala provinces"
2005,Extreme temperature ,Severe winter conditions,,Hungary,"Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrad, Fejer, Gyor-moson-sopron, Hajdu-bihar, Heves, Jasz-nagykun-szolnok, Komarom-esztergom, Nograd, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprem, Zala provinces"
1961,Extreme temperature ,Cold wave,,India,
1973,Extreme temperature ,Cold wave,,India,"Uttar Pradesh, Bihar"
1973,Extreme temperature ,Cold wave,,India,"Bihar, Delhi"
1980,Extreme temperature ,Cold wave,,India,Bihar
1981,Extreme temperature ,Cold wave,,India,Northern
1982,Extreme temperature ,Cold wave,,India,Northern
1984,Extreme temperature ,Cold wave,,India,Northeast
1985,Extreme temperature ,Cold wave,,India,"Bihar, Uttar Pradesh, Jammu and Kashmir, Gujarat"
1989,Extreme temperature ,Cold wave,,India,Bihar
1989,Extreme temperature ,Cold wave,,India,
1990,Extreme temperature ,Cold wave,,India,"North, West"
1990,Extreme temperature ,Cold wave,,India,"Haryana, Punjab, Jammu, Himachal Pradesh, Rajasthan states"
1992,Extreme temperature ,Cold wave,,India,Bihar state
1998,Extreme temperature ,Cold wave,,India,"Uttar Pradesh, Bihar, Rajasthan, Jammu and Cachemire states"
2000,Extreme temperature ,Cold wave,,India,"Bihar, Uttar Pradesh, West Bengal provinces"
2001,Extreme temperature ,Cold wave,,India,"Uttar Pradesh, Bihar, Punjab provinces"
2001,Extreme temperature ,Cold wave,,India,"Uttar Pradesh, Rajasthan provinces"
2002,Extreme temperature ,Cold wave,,India,"Bihar, Uttar Pradesh, Himachal Pradesh, Rajasthan, Jharkhand, Jammu and Kashmir, Punjab, Haryana, Delhi provinces"
2003,Extreme temperature ,Cold wave,,India,"Uttar Pradesh, Himachal Pradesh, Haryana, Jammu and Kashmir provinces"
2007,Extreme temperature ,Cold wave,,India,Jammu and Kashmir province
2007,Extreme temperature ,Cold wave,,India,"Uttar Pradesh, Jammu and Kashmir, Gujarat provinces"
2008,Extreme temperature ,Cold wave,,India,"Uttar Pradesh, Bihar, Haryana, Punjab, Himachal Pradesh, Uttarakhand, Jammu and Kashmir provinces"
2009,Extreme temperature ,Cold wave,,India,"Srinagar city ('72808' district, '40424' Jammu and Kashmir province), Uttar Pradesh, Himachal Pradesh, Delhi, Bihar provinces"
2011,Extreme temperature ,Cold wave,,India,"Delhi province, Allahabad, Pratapgarh, Jaunpur, Bara Banki districts (Uttar Pradesh province), Sundernagar city (Mandi district, Himachal Pradesh province), Bhuntar city (Kullu district, Himachal Pradesh province), Shimla, Solan districts (Himachal Pradesh province), Leh city ('40422' Jammu and Kashmir province), Qazigund city ('40425' Jammu and Kashmir province), Bihar province"
2011,Extreme temperature ,Cold wave,,India,"Uttar Pradesh, Punjab, Haryana provinces"
2012,Extreme temperature ,Cold wave,,India,"Karimnagar, Vishakhapatnam, Guntur districts (Andhra Pradesh province)"
2012,Extreme temperature ,Cold wave,,India,"Bihar, Haryana, Himachal Pradesh, Jammu and Kashmir, Punjab, Rajasthan, Uttar Pradesh provinces"
2014,Extreme temperature ,Cold wave,,India,"Uttar Pradesh, Jammu and Kashmir, Uttarakhand, Delhi provinces"
2014,Extreme temperature ,Cold wave,,India,Muzaffarnagar district (Uttar Pradesh province)
2018,Extreme temperature ,Cold wave,,India,New Delhi
1953,Extreme temperature ,Heat wave,,India,
1958,Extreme temperature ,Heat wave,,India,
1965,Extreme temperature ,Heat wave,,India,
1978,Extreme temperature ,Heat wave,,India,
1979,Extreme temperature ,Heat wave,,India,Bihar
1979,Extreme temperature ,Heat wave,,India,Rajasthan
1980,Extreme temperature ,Heat wave,,India,"Bihar, Uttar Pradesh states"
1985,Extreme temperature ,Heat wave,,India,Bihar
1987,Extreme temperature ,Heat wave,,India, Rajasthan
1988,Extreme temperature ,Heat wave,,India,"Northern, Western, Central India"
1988,Extreme temperature ,Heat wave,,India,Rajasthan
1994,Extreme temperature ,Heat wave,,India,"New Delhi, Rajasthan, Madhya Pradesh"
1995,Extreme temperature ,Heat wave,,India,"Bihar, Punjab, Haryana and Jammu, Kashmir, Tamil Nadu, Maharashtra, Orissa, Uttar Pradesh, New Delhi, Rajasthan, Madhya Pradesh"
1998,Extreme temperature ,Heat wave,,India,"Orissa, Andhra Pradesh, Rajasthan, Madhya Pradesh, Uttar Pradesh, Gujarat states"
1999,Extreme temperature ,Heat wave,,India,"Orissa, Andhra Pradesh, Gujurat, Uttar Pradesh"
2002,Extreme temperature ,Heat wave,,India,"Madhya Pradesh, Andhra Pradesh, Uttar Pradesh, Delhi, Rajasthan, Punjab, Haryana, Orissa, West Bengal provinces"
2003,Extreme temperature ,Heat wave,,India,"Andhra Pradesh, Orissa, Tamil Nadu, Vidarbha (=part of Maharashtra), Chhattisgarh, Jharkland, Uttar Pradesh, Rajasthan, Madhya Pradesh, Bihar provinces"
2005,Extreme temperature ,Heat wave,,India,"Uttar Pradesh, Bihar, West Bengal, Orissa, Maharashtra, Andhra Pradesh provinces"
2006,Extreme temperature ,Heat wave,,India,"Uttar Pradesh, Orissa, Punjab, Delhi provinces"
2007,Extreme temperature ,Heat wave,,India,"Uttar Pradesh, Rajasthan, Punjab, Delhi provinces"
2009,Extreme temperature ,Heat wave,,India,"Orissa, West Bengal, Bihar, Uttar Pradesh, Jharkhand, Andhra Pradesh provinces"
2010,Extreme temperature ,Heat wave,,India,"Delhi, Haryana, Madhya Pradesh, Orissa, Rajasthan, Uttar Pradesh provinces"
2013,Extreme temperature ,Heat wave,,India,"Adilabad, East Godavari, Guntur, Karimnagar, Khammam, Krishna, Nalgonda, Nizamabad, Prakasam, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)"
2015,Extreme temperature ,Heat wave,,India,"Delhi, Andhra Pradesh, Orissa provinces"
2016,Extreme temperature ,Heat wave,,India,"Andhra Pradesh, Rajasthan, Orissa, Bihar, Jharkhand, Tamil Nadu, Uttar Pradesh provinces"
2017,Extreme temperature ,Heat wave,,India,"Andhra Pradesh, Telangana, Maharashtra, Odisha (Orissa)"
2019,Extreme temperature ,Heat wave,,India,"Patna, Gaya, Bhagalpur cities; Aurangabad, Nawada districts (Bihar)"
2019,Extreme temperature ,Heat wave,,India,"Karnataka, Maharashtra, Madhya Pradesh, Rajasthan, Uttar Pradesh states"
2005,Extreme temperature ,Severe winter conditions,,India,"Uttar Pradesh, Punjab, Haryana, Himachal Pradesh, Delhi, Bihar, Rajasthan, Jammu and Kashmir provinces"
2014,Extreme temperature ,Severe winter conditions,,India,"Himachal Pradesh, Uttarakhand, Uttar Pradesh provinces"
1953,Extreme temperature ,Heat wave,,Iran (Islamic Republic of),
1992,Extreme temperature ,Cold wave,,Israel,
2000,Extreme temperature ,Heat wave,,Israel,"Central District, Haifa, Jerusalem, Northern, Southern District, Tel Aviv provinces"
2009,Extreme temperature ,Cold wave,,Italy,"Veneto province, Milano district (Lombardia province), Friuli-venezia Giulia province"
2010,Extreme temperature ,Cold wave,,Italy,"Lombardia, Piemonte, Emilia-romagna, Veneto, Roma district (Lazio province), Bolzano district (Trentino-alto Adige province)"
2012,Extreme temperature ,Cold wave,,Italy,"Milano district (Lombardia province), Abruzzi, Emilia-romagna, Marche, Umbria, Toscana, Campania, Sicilia provinces"
2018,Extreme temperature ,Cold wave,,Italy,
1998,Extreme temperature ,Heat wave,,Italy,Calabria
